ville,quartier,type_bien,surface_m2,nb_pieces,nb_chambres,meuble,equipements,prix_loyer_mensuel
Dakar,Mermoz,Maison,43.6,1,0,False,groupe_electrogene,335000
Thiès,Grand Standing,Appartement,48.2,2,0,True,gardiennage|groupe_electrogene,285000
Dakar,Non renseigne,Studio,63.0,2,0,False,groupe_electrogene,475000
Dakar,Yoff,Maison,62.7,3,2,True,parking|piscine,620000
Dakar,Non renseigne,Maison,87.1,4,3,False,groupe_electrogene,475000
Thiès,Grand Standing,Villa,54.9,2,0,True,piscine,465000
Mbour,Mbour centre,Appartement,57.3,4,2,False,,245000
Dakar,Plateau,Studio,77.6,3,1,False,,525000
Saint-Louis,Île,Appartement,141.9,5,3,True,piscine|groupe_electrogene,585000
Mbour,Mbour centre,Appartement,69.0,3,1,False,,245000
Dakar,Yoff,Villa,84.2,4,2,False,climatisation|gardiennage|groupe_electrogene,855000
Dakar,Non renseigne,Maison,91.3,5,3,False,climatisation,690000
Saly,Saly Portudal,Maison,51.3,3,1,True,gardiennage|groupe_electrogene,405000
Mbour,Zone résidentielle,Appartement,72.5,3,2,False,climatisation|parking|piscine,430000
Thiès,Randoulène,Appartement,59.8,2,0,False,gardiennage,210000
Mbour,Mbour centre,Appartement,135.3,5,3,False,piscine,435000
Dakar,Yoff,Maison,129.8,6,5,False,gardiennage,885000
Dakar,Almadies,Appartement,56.6,2,1,True,parking,550000
Mbour,Zone résidentielle,Appartement,83.4,3,1,True,piscine,475000
Dakar,Plateau,Appartement,116.2,4,2,False,parking,845000
Mbour,Grand Mbour,Appartement,101.3,3,1,True,groupe_electrogene,380000
Thiès,Médina Fall,Appartement,106.8,4,2,False,climatisation|gardiennage,330000
Mbour,Mbour centre,Appartement,51.5,2,0,False,parking|groupe_electrogene,220000
Thiès,Médina Fall,Studio,185.0,8,7,False,,435000
Dakar,Mermoz,Maison,62.4,2,1,True,groupe_electrogene,640000
Dakar,Yoff,Appartement,61.4,2,1,False,,420000
Dakar,Almadies,Maison,41.2,1,0,False,gardiennage,410000
Mbour,Grand Mbour,Studio,79.3,3,1,False,piscine,305000
Dakar,Yoff,Appartement,149.3,6,4,False,climatisation|parking|piscine,935000
Dakar,Plateau,Appartement,100.8,5,4,False,parking|groupe_electrogene,750000
Dakar,Almadies,Appartement,82.6,3,2,True,gardiennage|piscine,780000
Dakar,Plateau,Appartement,125.2,5,3,False,parking|piscine,990000
Mbour,Grand Mbour,Studio,147.5,5,3,True,climatisation|gardiennage|groupe_electrogene,480000
Dakar,Almadies,Villa,129.7,5,3,True,climatisation|groupe_electrogene,2040000
Saly,Saly centre,Appartement,28.2,1,0,False,,160000
Dakar,Yoff,Studio,125.7,5,3,False,,675000
Saint-Louis,Sor,Appartement,108.9,4,2,False,climatisation,330000
Thiès,Grand Standing,Maison,55.9,2,0,True,parking|groupe_electrogene,315000
Dakar,Plateau,Studio,109.1,4,2,True,climatisation|groupe_electrogene,790000
Saly,Saly Portudal,Appartement,149.5,5,3,False,gardiennage|groupe_electrogene,770000
Saly,Niakh Niakhal,Appartement,63.8,4,3,False,,275000
Saly,Saly Portudal,Maison,134.3,7,6,False,,750000
Dakar,Almadies,Villa,101.9,3,2,True,climatisation|piscine|groupe_electrogene,1505000
Dakar,Plateau,Appartement,18.0,1,0,True,groupe_electrogene,265000
Saint-Louis,Île,Appartement,85.7,2,0,False,climatisation,275000
Dakar,Non renseigne,Appartement,99.9,3,2,False,climatisation,600000
Mbour,Zone résidentielle,Maison,74.0,3,2,True,climatisation|gardiennage,400000
